id,title,uploadedAt,duration
4-HFuXAS7y8,مراجعات ما سبق عبر مشاركات الجمهور 04,2025-11-03,01:21:56
Wy5PoOxYLF0,مراجعات ما سبق عبر مشاركات الجمهور 05,2025-11-10,01:29:05
lUT-177zMo4,مراجعات ما سبق عبر مشاركات الجمهور 06,2025-11-17,01:23:36
qS2Ys0vF74Y,مراجعات ما سبق عبر مشاركات الجمهور 07,2025-12-01,01:46:00
KhG2AisZAnc,خُلاصات ما بعد المجلس 12 - مدخل إلى خُلاصات حاجات الجنسين من واقع الجمهور,2025-12-08,01:18:53
5G1_Q7bHmmo,حاجات الجنسين من واقع مشاركات الجمهور 01,2025-12-15,01:33:36
AHza39ckpF4,حاجات الرجل من واقع مشاركات الجمهور 02,2025-12-22,01:30:35
5IBSysp7pWE,حاجات الأنثى أو المرأة من واقع مشاركات الجمهور 01,2025-12-29,01:27:20
nUyDliKq0RM,حاجات الأنثى أو المرأة من واقع مشاركات الجمهور 02,2026-01-12,01:33:30
vlk76QErPPc,حاجات الأنثى أو المرأة من واقع مشاركات الجمهور 03,2026-01-19,01:41:58
OjZE8PzzPHk,حاجات الأنثى أو المرأة من واقع مشاركات الجمهور 04,2026-01-26,01:29:29
CMYgwWtV8Bw,حاجات الأنثى أو المرأة من واقع مشاركات الجمهور 05 والأخير,2026-02-02,01:18:02
